Subject,LOCATION,Country,Interest-Rate,Year,Month
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,3.77,2001,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,3.65,2001,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,3.07,2001,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.49,2001,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.09,2001,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.82,2001,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.73,2002,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.74,2002,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.73,2002,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.75,2002,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.75,2002,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.75,2002,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.73,2002,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.74,2002,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.75,2002,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.75,2002,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.34,2002,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.24,2002,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.24,2003,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.26,2003,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.25,2003,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.26,2003,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.26,2003,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.22,2003,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.01,2003,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.03,2003,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.01,2003,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.01,2003,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.0,2003,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.98,2003,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.0,2004,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.01,2004,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.0,2004,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.0,2004,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.0,2004,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.03,2004,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.26,2004,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.43,2004,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.61,2004,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.76,2004,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.93,2004,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.16,2004,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.28,2005,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.5,2005,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.63,2005,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.79,2005,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,3.0,2005,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,3.04,2005,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,3.26,2005,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,3.5,2005,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,3.62,2005,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,3.78,2005,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.0,2005,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.16,2005,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.29,2006,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.49,2006,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.59,2006,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.79,2006,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.94,2006,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.99,2006,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.24,2006,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.25,2006,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.25,2006,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.25,2006,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.25,2006,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.24,2006,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.25,2007,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.26,2007,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.26,2007,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.25,2007,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.25,2007,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.25,2007,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.26,2007,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,5.02,2007,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.94,2007,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.76,2007,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.49,2007,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,4.24,2007,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,3.94,2008,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.98,2008,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.61,2008,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.28,2008,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.98,2008,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.0,2008,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.01,2008,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.0,2008,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.81,2008,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.97,2008,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.39,2008,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.16,2008,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.15,2009,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.22,2009,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.18,2009,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.15,2009,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.18,2009,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.21,2009,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.16,2009,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.16,2009,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.15,2009,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.12,2009,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.12,2009,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.12,2009,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.11,2010,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.13,2010,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.16,2010,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.2,2010,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.2,2010,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.18,2010,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.18,2010,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.19,2010,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.19,2010,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.19,2010,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.19,2010,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.18,2010,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.17,2011,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.16,2011,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.14,2011,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.1,2011,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2011,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2011,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.07,2011,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.1,2011,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2011,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.07,2011,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2011,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.07,2011,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2012,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.1,2012,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.13,2012,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.14,2012,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.16,2012,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.16,2012,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.16,2012,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.13,2012,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.14,2012,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.16,2012,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.16,2012,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.16,2012,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.14,2013,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.15,2013,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.14,2013,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.15,2013,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.11,2013,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2013,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2013,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2013,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2013,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2013,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2013,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2013,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.07,2014,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.07,2014,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2014,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2014,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2014,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.1,2014,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2014,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2014,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2014,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2014,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2014,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.12,2014,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.11,2015,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.11,2015,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.11,2015,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.12,2015,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.12,2015,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.13,2015,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.13,2015,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.14,2015,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.14,2015,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.12,2015,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.12,2015,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.24,2015,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.34,2016,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.38,2016,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.36,2016,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.37,2016,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.37,2016,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.38,2016,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.39,2016,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.4,2016,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.4,2016,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.4,2016,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.41,2016,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.54,2016,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.65,2017,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.66,2017,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.79,2017,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.9,2017,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.91,2017,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.04,2017,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.15,2017,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.16,2017,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.15,2017,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.15,2017,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.16,2017,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.3,2017,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.41,2018,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.42,2018,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.51,2018,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.69,2018,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.7,2018,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.82,2018,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.91,2018,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.91,2018,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.95,2018,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.19,2018,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.2,2018,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.27,2018,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.4,2019,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.4,2019,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.41,2019,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.42,2019,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.39,2019,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.38,2019,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.4,2019,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.13,2019,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.04,2019,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.83,2019,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.55,2019,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.55,2019,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.55,2020,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.58,2020,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.65,2020,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.05,2020,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.05,2020,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2020,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2020,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.1,2020,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2020,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2020,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2020,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2020,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2021,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2021,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.07,2021,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.07,2021,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.06,2021,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2021,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.1,2021,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.09,2021,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2021,9
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2021,10
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2021,11
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2021,12
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2022,1
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.08,2022,2
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.2,2022,3
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.33,2022,4
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,0.77,2022,5
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.21,2022,6
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,1.68,2022,7
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.33,2022,8
"Immediate interest rates, Call Money, Interbank Rate, Per cent per annum",USA,United States,2.56,2022,9
